code	meaning
T-50110	GASTROINTESTINAL TRACT, UPPER
T-50120	GASTROINTESTINAL TRACT, LOWER
T-50130	INTESTINAL MUCOUS MEMBRANE, NOS
T-50131	Crypt of Lieberkuhn
T-50136	INTESTINAL LAMINA PROPRIA
T-50500	INTESTINE, NOS
T-51000	MOUTH, NOS
T-51020	ORAL CAVITY
T-51030	ORAL MUCOUS MEMBRANE
T-51100	PALATE NOS
T-51110	HARD PALATE
T-51120	SOFT PALATE
T-51140	PALATINE MUCUS MEMBRANE
T-51300	BUCCAL MUCOSA
T-51320	BUCCAL POUCH
T-51330	CHEEK POUCH
T-52000	LIP, NOS
T-52003	COMMISURE OF LIPS
T-52100	UPPER LIP, NOS
T-52101	PHILTRUM
T-52200	LOWER LIP, NOS
T-52250	MUCOUS MEMBRANE OF LIP, NOS
T-52920	LOWER LIP AND LOWER JAW, CS
T-53000	TONGUE, NOS
T-53010	MUCOUS MEMBRANE OF TONGUE
T-53100	DORSUM OF TONGUE, NOS
T-53110	TONGUE, DORSUM OF TIP OF
T-53120	DORSUM OF BODY OF TONGUE
T-53130	TONGUE, BASE
T-53132	TONGUE, DORSAL SURFACE OF BASE
T-53300	TONGUE, LATERAL MARGIN
T-53420	SUBLINGUAL FOLD
T-54000	TOOTH, GUM, AND SUPPORTING STRUCTURE, NOS
T-54010	TOOTH, NOS (TEETH)
T-54012	FACIAL SURFACE OF TOOTH
T-54020	CROWN OF TOOTH, NOS
T-54040	ROOT OF TOOTH, NOS
T-54041	APEX OF ROOT OF TOOTH
T-54060	PULP OF TOOTH, NOS
T-54080	ENAMEL, NOS
T-54091	INTERPROXIMAL SPACE OF TEETH (X-ORPRC)
T-54100	DEVELOPING TOOTH, NOS
T-54180	MAXILLARY TEETH, PREMAXILLA
T-54190	MANDIBULAR TEETH, NOS
T-54210	MAXILLARY RIGHT THIRD MOLAR TOOTH
T-54220	MAXILLARY RIGHT SECOND MOLAR TOOTH
T-54230	MAXILLARY RIGHT FIRST MOLAR TOOTH
T-54240	MAXILLARY RIGHT PREMOLAR #2
T-54250	MAXILLARY RIGHT PREMOLAR #1
T-54260	MAXILLARY RIGHT CUSPID TOOTH
T-54270	MAXILLARY RIGHT LATERAL INCISOR
T-54280	MAXILLARY RIGHT CENTRAL INCISOR TOOTH
T-54290	MAXILLARY LEFT CENTRAL INCISOR TOOTH
T-54300	MAXILLARY LEFT LATERAL INCISOR
T-54310	MAXILLARY LEFT CUSPID TOOTH
T-54320	MAXILLARY LEFT 1ST PREMOLAR TOOTH
T-54330	MAXILLARY LEFT PREMOLAR #2
T-54340	MAXILLARY LEFT FIRST MOLAR
T-54350	MAXILLARY LEFT SECOND MOLAR (TOOTH 15)
T-54360	MAXILLARY LEFT THIRD MOLAR
T-54380	MANDIBULAR LEFT SECOND MOLAR TOOTH
T-54390	MANDIBULAR LEFT FIRST MOLAR
T-54400	MANDIBULAR LEFT SECOND PREMOLAR (TOOTH 20)
T-54410	MANDIBULAR LEFT 1ST PRE MOLAR TOOTH
T-54420	MANDIBULAR LEFT CUSPID TOOTH
T-54430	MANDIBULAR LEFT LATERAL INCISOR TOOTH
T-54440	MANDIBULAR LEFT CENTRAL INCISOR TOOTH
T-54450	MANDIBULAR RIGHT CENTRAL INCISOR TOOTH
T-54460	MANDIBULAR RIGHT LATERIAL INCISOR
T-54470	MANDIBULAR RIGHT CUSPID TOOTH
T-54480	MANDIBULAR RIGHT 1ST PREMOLAR TOOTH
T-54490	MANDIBULAR RIGHT 2ND PREMOLAR TOOTH
T-54500	MANDIBULAR RIGHT FIRST MOLAR
T-54510	MANDIBULAR RIGHT SECOND MOLAR TOOTH
T-54540	INCISOR TOOTH, NOS
T-54550	CANINE TOOTH, NOS
T-54560	PREMOLAR TOOTH, NOS
T-54570	MOLAR TOOTH, NOS
T-54590	ALL PERMANENT TEETH, NOS
T-54600	DECIDUOUS TOOTH, NOS
T-54680	DECIDUOUS MAXILLARY LEFT CUSPID
T-54730	DECIDUOUS MANDIBULAR RIGHT CUSPID
T-54770	DECIDUOUS MANDIBULAR LEFT LATERAL INCISOR
T-54910	GINGIVA, NOS
T-54920	GINGIVA OF MAXILLA
T-5492C	GINGIVA OF MAXILLA, CENTER
T-5492L	GINGIVA OF MAXILLA, LEFT
T-5492R	GINGIVA OF MAXILLA, RIGHT
T-54930	GINGIVA OF MANDIBLE
T-5493C	GINGIVA OF MANDIBLE, CENTER
T-5493L	GINGIVA OF MANDIBLE, LEFT
T-5493R	GINGIVA OF MANDIBLE, RIGHT
T-54940	GINGIVAL MUCOUS MEMBRANE
T-54950	GINGIVAL LAMINA PROPRIA
T-54980	LAMINA DURA, GINGIVAL
T-54990	PERIODONTAL TISSUES, NOS
T-55000	SALIVARY GLAND, NOS
T-55080	SALIVARY GLAND DUCT, NOS
T-55100	PAROTID GLAND, NOS
T-55110	PAROTID GLAND, RIGHT
T-55120	PAROTID GLAND, LEFT
T-55200	SUBLINGUAL GLAND, NOS
T-55210	SUBLINGUAL GLAND, RIGHT
T-55220	SUBLINGUAL GLAND, LEFT
T-55300	SUBMANDIBULAR GLAND, NOS
T-55310	SUBMAXILLARY (SUBMANDIBULAR) GLAND, RIGHT
T-55320	SUBMAXILLARY (SUBMANDIBULAR) GLAND, LEFT
T-55330	SUBMAXILLARY DUCT
T-55400	MINOR SALIVARY GLAND
T-56000	LIVER, NOS
T-56010	RIGHT LOBE OF LIVER, NOS
T-56020	LEFT LOBE OF LIVER, NOS
T-56060	HEPATIC CAPSULE, NOS
T-56070	PORTA HEPATIS
T-56100	PORTAL TRACT, NOS
T-56110	INTRAHEPATIC BILE DUCT
T-56120	INTERLOBULAR BILE DUCT
T-56130	INTRALOBULAR BILE DUCT
T-56140	PERIPORTAL BILE DUCTULE
T-56150	BILE CANALICULUS
T-56210	CENTRILOBULAR REGION OF LIVER
T-56230	PERIPHERAL LOBULAR REGION OF LIVER
T-56240	HEPATIC SINUSOID
T-56250	KUPFFER CELL
T-56260	HEPATOCYTE
T-56290	SPACE OF DISSE
T-56291	ITO CELL
T-56940	LIVER AND DIAPHRAGM, CS
T-56950	LIVER AND GALLBLADDER
T-56980	LIVER AND INTESTINE, CS
T-57000	GALL BLADDER, NOS
T-57100	MUCOSA OF GALL BLADDER
T-57300	SEROSA OF GALL BLADDER
T-57920	GALLBLADDER AND BILE DUCTS, CS
T-58000	EXTRAHEPATIC BILE DUCT, NOS
T-58010	BILE DUCT MUCOUS MEMBRANE
T-58400	CYSTIC DUCT
T-58500	COMMON BILE DUCT, NOS
T-58700	AMPULLA OF VATER
T-59000	PANCREAS
T-59010	PANCREATIC DUCT, NOS
T-59020	MUCOUS GLAND PANCREATIC DUCT
T-59060	INTERLOBULAR DUCT OF PANCREAS
T-59090	PANCREATIC ACINUS
T-59100	HEAD OF PANCREAS
T-59300	TAIL OF PANCREAS
T-59500	PANCREATIC INTERSTITIAL TISSUE
T-59510	PERIPANCREATIC TISSUE
T-5Y010	BILE, NOS
T-5Y132	GUT ASSOCIATED LYMPHOID TISSUES
T-60000	PHARYNX, NOS (THROAT)
T-60110	PHARYNGEAL MUCOUS MEMBRANE
T-60200	OROPHARYNX, NOS
T-60240	MUCOUS MEMBRANE OF OROPHARYNX
T-61100	TONSIL, NOS
T-61210	MUCOUS MEMBRANE OF TONSIL
T-62000	ESOPHAGUS, NOS
T-62010	ESOPHAGEAL MUCOUS MEMBRANE
T-62040	ESOPHAGEAL SUBMUCOSA
T-62100	ESOPHAGUS, CERVICAL
T-62200	ESOPHAGUS THORACIC
T-62400	PERI-ESOPHAGEAL TISSUE
T-62444	Esophageal Muscularis
T-62900	Esophagus and duodenum, CS
T-63000	STOMACH, NOS
T-63010	GASTRIC MUCOUS MEMBRANE
T-63011	GASTRIC RUGAE
T-63015	Gastric gland
T-63016	GASTRIC LAMINA PROPRIA
T-63110	GASTRIC SUBMUCOSA
T-63120	Gastric Muscularis
T-63140	GASTRIC SEROSA
T-63150	LYMPHOID FOLLICLE OF STOMACH
T-63210	LESSER CURVATURE OF STOMACH
T-63220	GREATER CURVATURE OF STOMACH
T-63230	WALL OF STOMACH, NOS
T-63250	POSTERIOR WALL OF STOMACH
T-63300	GASTRIC CARDIA
T-63400	GASTRIC FUNDUS
T-63600	PYLORIC ANTRUM
T-63700	PYLORUS
T-63850	OMENTUM, NOS
T-63950	STOMACH AND SMALL INTESTINE, CS
T-64000	SMALL INTESTINE, NOS
T-64020	SMALL INTESTINE MUCOUS MEMBRANE
T-64026	SMALL INTESTINE LAMINA PROPRIA
T-64040	INTESTINAL VILLUS
T-64060	SMALL INTESTINE SUBMUCOSA
T-64070	SMALL INTESTINE MUSCULARIS PROPRIA
T-64080	PEYERS PATCH
T-64120	SMALL INTESTINE SEROSA
T-64160	Small Intestine Muscularis
T-64200	MESENTERY, NOS
T-64300	DUODENUM, NOS
T-64310	DUODENAL MUCOUS MEMBRANE
T-64316	DUODENAL LAMINA PROPRIA
T-64320	DUODENAL GLAND
T-64330	DUODENAL SUBMUCOSA
T-64350	DUODENAL SUBSEROSA
T-64360	DUODENAL SEROSA
T-64910	SMALL INTESTINE AND COLON, CS
T-64960	DUODENUM AND DUODENUM, CS
T-65100	JEJUNUM, NOS
T-65110	JEJUNAL MUCOUS MEMBRANE
T-65116	JEJUNAL LAMINA PROPRIA
T-65120	JEJUNAL SUBMUCOSA
T-65200	ILEUM, NOS
T-65210	ILEAL MUCOUS MEMBRANE
T-65216	ILEAL LAMINA PROPRIA
T-65220	ILEAL SUBMUCOSA
T-65300	ILEOCECAL VALVE
T-65900	ILEUM AND COLON, CS
T-65915	JEJUNUM AND JEJUNUM, CS
T-65960	ILEUM AND CECUM, CS
T-65980	ILEUM AND ILEUM, CS
T-67000	COLON, NOS
T-67010	COLONIC MUCOUS MEMBRANE
T-67016	COLONIC LAMINA PROPRIA
T-67030	COLONIC SUBMUCOSA
T-67035	Colonic Muscularis
T-67040	COLONIC MUSCULARIS PROPRIA
T-67050	COLONIC SOLITARY LYMPHOID FOLLICLE
T-67070	TENIA COLI
T-67080	COLONIC SUBSEROSA
T-67090	COLONIC SEROSA
T-67100	CECUM
T-67130	CECAL MUCUS MEMBRANE
T-67136	CECAL LAMINA PROPRIA
T-67140	CECAL SUBMUCOSA
T-67160	CECAL CONTENTS
T-67200	ASCENDING COLON
T-67300	RIGHT COLIC FLEXURE
T-67400	TRANSVERSE COLON
T-67600	DESCENDING COLON
T-67700	SIGMOID COLON
T-67800	MESENTERY OF COLON, NOS
T-67820	TRANSVERSE MESOCOLON
T-67900	COLON AND COLON
T-67910	COLON AND ABDOMINAL WALL, CS
T-67920	COLON AND RECTUM, CS
T-67960	COLON AND CECUM, CS
T-68000	RECTUM, NOS
T-68010	RECTAL MUCOSA
T-68030	RECTAL SUBMUCOSA
T-68060	PERIRECTAL TISSUE, NOS
T-68920	RECTO-VAGINAL, CS
T-69000	ANUS, NOS
T-69110	MUCOUS MEMBRANE OF ANAL CANAL
T-69112	ANAL GLAND
T-69200	PERIANAL TISSUE
T-69900	ANUS AND RECTUM, CS
T-6X300	GASTRIC JUICE
T-6X420	INTESTINAL LUMEN
T-6X930	PERITONEAL FLUID
T-6Y000	GASTROINTESTINAL CONTENTS, NOS
T-6Y030	GASTRIC CONTENTS
T-6Y040	SMALL INTESTINE CONTENTS
T-6Y060	COLONIC CONTENTS
T-6Y100	Stool
T-6Y101	Loose Stool
T-6Y102	Mounding Stool
T-6Y103	Firm Stool
T-6Y104	Tarry Stool
T-6Y300	VOMITUS, NOS
T-70000	GENITOURINARY SYSTEM, NOS
T-70010	FEMALE GENITOURINARY SYSTEM, NOS
T-70100	URINARY TRACT, NOS
T-70200	GENITAL SYSTEM, NOS
T-70210	EXTERNAL GENITALIA
T-70300	MALE GENITAL SYSTEM, NOS
T-70310	MALE EXTERNAL GENITALIA, NOS
T-70400	FEMALE GENITAL SYSTEM, NOS
T-70410	EXTERNAL GENITALIA, FEMALE, NOS
T-70420	FEMALE INTERNAL GENITALIA
T-71000	KIDNEY, NOS
T-71010	KIDNEY, RIGHT
T-71020	KIDNEY, LEFT
T-71030	CAPSULE OF KIDNEY, NOS
T-71031	KIDNEY, FIBROUS CAPSULE
T-71040	INTERSTITIAL TISSUE OF KIDNEY, NOS
T-71050	CORTEX OF KIDNEY
T-71070	MEDULLA OF KIDNEY
T-71080	RENAL MEDULLARY INTERSTITIAL TISSUE
T-71090	RENAL SEGMENT
T-71120	Renal Papilla
T-71160	PERIRENAL TISSUE, NOS
T-71200	GLOMERULUS, NOS
T-71205	Bowman\'s space
T-71210	VISCERAL LAYER OF BOWMAN\'S CAPSULE
T-71220	BOWMAN\'S CAPSULE, PARIETAL LAYER
T-71230	GLOMERULAR CAPILLARY BASEMENT MEMBRANE
T-71240	GLOMERULAR CAPILLARY ENDOTHELIUM
T-71270	Juxtaglomerular apparatus
T-71290	GLOMERULAR MESANGIUM
T-71292	MESANGIAL CELL
T-09570	Lymphatic vessel
T-71300	RENAL TUBULE, NOS
T-71330	PROXIMAL CONVOLUTED RENAL TUBULE
T-71360	DISTAL CONVOLUTED RENAL TUBULE
T-71380	COLLECTING TUBULE
T-71800	KIDNEYS, BOTH
T-71900	KIDNEY AND PELVIS, CS
T-72000	RENAL PELVIS, NOS
T-72020	LEFT RENAL PELVIS
T-72030	MUCOUS MEMBRANE OF RENAL PELVIS
T-72040	LAMINA PROPRIA OF RENAL PELVIS
T-73000	URETER, NOS
T-73010	URETER, RIGHT
T-73020	URETER, LEFT
T-73070	PERIURETERAL TISSUE
T-74000	URINARY BLADDER, NOS
T-74010	MUCOUS MEMBRANE OF URINARY BLADDER
T-74020	SUBMUCOSA OF URINARY BLADDER
T-74050	SEROSA OF URINARY BLADDER
T-74060	WALL OF URINARY BLADDER
T-74100	FUNDUS OF URINARY BLADDER
T-74910	URINARY BLADDER AND URETER
T-74920	URINARY BLADDER AND URETHRA
T-75000	URETHRA, NOS
T-75010	MUCOUS MEMBRANE OF URETHRA
T-75110	PROSTATIC PORTION OF URETHRA
T-75160	CAVERNOUS PORTION OF URETHRA
T-75180	URETHRAL MEATUS
T-76000	PENIS, NOS
T-76300	GLANS PENIS
T-76330	PREPUCE OF PENIS
T-76910	GLANS PENIS AND FORESKIN, CS
T-77000	PROSTATE AND SEMINAL VESICLE
T-77100	PROSTATE, NOS
T-77130	PROSTATIC GLANDULAR TISSUE
T-77500	SEMINAL VESICLE, NOS
T-77510	SEMINAL VESICLE, RIGHT
T-77520	SEMINAL VESICLE, LEFT
T-77550	ADVENTITIA OF SEMINAL VESICLE
T-77800	SEMINAL VESICLE, BOTH
T-78000	TESTIS, NOS
T-78010	TESTIS, RIGHT
T-78020	TESTIS, LEFT
T-78100	SEMINIFEROUS TUBULE, NOS
T-78110	SERTOLI CELL
T-78180	SPERMATOZOA
T-78190	BASEMENT MEMBRANE OF SEMINIFEROUS TUBULE
T-78200	INTERSTITIAL TISSUE OF TESTIS
T-78210	INTERSTITIAL CELL OF LEYDIG
T-78300	RETE TESTIS
T-78310	EFFERENT DUCTULE OF TESTIS
T-78400	TUNICA VAGINALIS
T-78800	TESTES, BOTH
T-78900	TESTIS AND SCROTUM, CS
T-79000	EPIDIDYMIS, VAS DEFERENS, SPERMATIC CORD, NOS
T-79100	EPIDIDYMIS, NOS
T-79110	RIGHT EPIDIDYMIS
T-79120	LEFT EPIDIDYMIS
T-79140	HEAD OF EPIDIDYMIS
T-79200	VAS DEFERENS, NOS
T-79210	VAS DEFERENS, RIGHT
T-79220	VAS DEFERENS, LEFT
T-79230	MUCOSA OF VAS DEFERENS
T-79250	ADVENTITIA OF VAS DEFERENS
T-79300	SPERMATIC CORD, NOS
T-79310	RIGHT SPERMATIC CORD
T-79320	LEFT SPERMATIC CORD
T-79400	SCROTUM, NOS
T-79800	VAS DEFERENS, BOTH
T-79820	EPIDIDYMIDES, BOTH
T-79920	VAS DEFERENS AND VAS DEFERENS, CS
T-7X100	URINE
T-7X420	URINARY BLADDER CAVITY
T-7Y100	SEMEN
T-7Y320	VAS DEFERENS LUMEN
T-7Y400	SEMINAL VESICLE FLUID
T-7Y420	SEMINAL VESICLE LUMEN
T-7Y700	SMEGMA, NOS
T-80001	NEOPLASM
T-80100	VULVA, NOS
T-80120	LEFT SIDE OF VULVA
T-80210	LABIUM
T-80220	LABIUM MAJUS
T-80400	CLITORIS, NOS
T-80500	MAJOR VESTIBULAR GLAND
T-80900	VULVA AND VAGINA
T-81000	VAGINA, NOS
T-81010	VAGINAL MUCOUS MEMBRANE
T-81020	VAGINAL MUSCULARIS
T-81050	VAGINAL LIGAMENT
T-81920	VAGINA AND CERVIX, CS
T-82000	UTERUS, NOS
T-82050	UTERUS, GRAVID
T-82100	CORPUS UTERI
T-82200	FUNDUS UTERI
T-82500	UTERINE SEROSA
T-82900	UTERUS AND CERVIX
T-82910	UTERUS AND FALLOPIAN TUBES, CS
T-82920	UTERUS, FALLOPIAN TUBES AND OVARIES, CS, NOS
T-83000	CERVIX UTERI
T-83010	CERVICAL MUCOUS MEMBRANE
T-83100	EXOCERVIX
T-83200	EXTERNAL OS
T-83300	ENDOCERVIX
T-83320	ENDOCERVICAL EPITHELIUM
T-83500	INTERNAL OS
T-84000	ENDOMETRIUM, NOS
T-84100	ENDOMETRIAL SURFACE EPITHELIUM
T-84200	ENDOMETRIAL GLAND
T-84300	ENDOMETRIAL STROMA
T-85000	MYOMETRIUM, NOS
T-85400	MYOMETRIAL BLOOD VESSEL, NOS
T-86000	FALLOPIAN TUBE, BROAD LIGAMENT, PARAMETRIUM
T-86100	FALLOPIAN TUBE, NOS
T-86110	FALLOPIAN TUBE, RIGHT
T-86120	FALLOPIAN TUBE, LEFT
T-86140	UTERINE TUBAL EPITHELIUM
T-86220	FIMBRIA OF FALLOPIAN TUBE
T-86221	FIMBRIA OF FALLOPIAN TUBE, RIGHT
T-86222	FIMBRIA OF FALLOPIAN TUBE, LEFT
T-86300	BROAD LIGAMENT, NOS
T-86400	PARAMETRIUM, NOS
T-86410	EPOOPHORON, NOS
T-86600	PAROVARIAN REGION, NOS
T-86800	FALLOPIAN TUBE, BOTH
T-86910	BOTH FALLOPIAN TUBES AND BOTH OVARIES, CS
T-86920	FALLOPIAN TUBE AND OVARY CS, NOS
T-86921	FALLOPIAN TUBE, RIGHT/OVARY, RIGHT
T-86922	FALLOPIAN TUBE, LEFT/OVARY, LEFT
T-87000	OVARY, NOS
T-87010	OVARY, RIGHT
T-87020	OVARY, LEFT
T-87200	CAPSULE OF OVARY
T-87300	CORTEX OF OVARY
T-87410	RETE OVARII
T-87420	MESOVARIUM
T-87500	OVUM
T-87510	PRIMORDIAL OVUM
T-87600	OVARIAN FOLLICLE, NOS
T-87610	PRIMARY OVARIAN FOLLICLE
T-87660	STRATUM GRANULOSUM OF OVARIAN FOLLICLE
T-87670	CORPUS LUTEUM OF OVARY
T-87680	ATRETIC FOLLICLE OF OVARY
T-87700	CORPUS HEMORRHAGICUM
T-87710	INTERSTITIAL TISSUE OF OVARY
T-87800	OVARY, BOTH
T-88100	PLACENTA, NOS
T-88101	PLACENTA, UTERINE PART
T-88200	FETAL MEMBRANES, NOS
T-88201	DECIDUA PARIETALIS
T-88202	DECIDUA CAPSULARIS
T-88203	DECIDUA BASALIS
T-88205	DECIDUA, NOS
T-88210	CHORION, NOS
T-88220	CHORIONIC VILLI, NOS
T-88225	INTERVILLOUS SPACE
T-88260	CHORIONIC PLATE
T-88290	SUBCHORIONIC SPACE
T-88300	AMNION
T-88400	YOLK SAC
T-88410	INTERPLACENTAL CONNECTING VESSEL
T-88500	PLACENTAL FETAL SURFACE
T-88700	PLACENTAL MEMBRANE
T-88800	UMBILICAL CORD, NOS
T-88810	UMBILICAL ARTERY
T-88820	UMBILICAL VEIN, FETAL
T-88900	FETAL IMPLANTATION SITE
T-89000	FETUS, NOS
T-89002	FETUS, FULL TERM
T-89005	FERTILIZED OVUM
T-89010	EMBRYO, NOS
T-89015	MORULA, NOS
T-89020	BLASTOCYST
T-89380	FETAL PROVISIONAL ADRENAL CORTEX
T-89645	DUCTUS ARTERIOSUS
T-89695	UMBILICAL VEIN
T-89900	FETAL HEAD
T-89903	FETAL CHONDROCRANIUM
T-8X200	VAGINAL SECRETION, NOS
T-8X220	VAGINAL CANAL
T-8X400	ENDOMENTRIAL SECRETION
T-8X420	LOCHIA
T-8X430	ENDOMETRIAL CYTOLOGIC MATERIAL
T-8X440	ENDOMETRIAL CAVITY
T-8Y020	PLACENTAL SPACES
T-8Y210	CHORIONIC CYTOLOGIC MATERIAL
T-8Y300	AMNIOTIC FLUID
T-8Y330	AMNIOTIC CAVITY
T-90100	ENDOCRINE GLAND, NOS
T-91000	PITUITARY GLAND, NOS
T-91030	PITUITARY PARS INTERMEDIA
T-91100	PITUITARY ANTERIOR LOBE
T-91200	PITUITARY, POSTERIOR LOBE
T-91300	PITUITARY STALK
T-92000	PINEAL BODY
T-93000	ADRENAL GLAND, NOS
T-93010	RIGHT ADRENAL GLAND
T-93020	LEFT ADRENAL GLAND
T-93030	ADRENAL CAPSULE
T-93100	ADRENAL CORTEX, NOS
T-93110	ADRENAL GLAND, ZONA GLOMERULOSA
T-93120	ADRENAL GLAND, ZONA FASCICULATA
T-93130	ADRENAL GLAND, ZONA RETICULARIS
T-93140	ADRENAL GLAND, PROVISIONAL ZONE
T-93200	ADRENAL MEDULLA
T-93300	PERIADRENAL TISSUE
T-93800	ADRENAL GLANDS, BOTH
T-96000	THYROID GLAND, NOS
T-96030	THYROID FOLLICLE
T-96050	C cells of thyroid gland
T-96060	STROMA OF THYROID GLAND
T-96100	Right lobe of thyroid gland
T-96200	LEFT LOBE OF THYROID GLAND
T-96300	THYROID ISTHMUS
T-96500	THYROGLOSSAL DUCT
T-97000	PARATHYROID GLAND, NOS
T-98000	THYMUS, NOS
T-98010	THYMIC CAPSULE
T-98030	THYMIC CORTEX
T-98040	THYMIC MEDULLA
T-98050	HASSALL\'S CORPUSCLE
T-98060	THYMIC RETICULUM CELL
T-98070	THYMIC LYMPHOCYTES
T-99000	ISLETS OF LANGERHANS
T-99200	BETA CELL OF ISLET
T-X0000	NERVOUS SYSTEM, NOS
T-X0090	CENTRAL NERVOUS SYSTEM
T-X0210	NEURON, NOS
T-X0280	Axon
T-X0360	MYELIN SHEATH
T-X0500	PERIPHERAL NERVE, NOS
T-X0710	VATER-PACINI CORPUSCLE
T-X0810	VIRCHOW-ROBIN SPACE
T-X0900	BRAIN AND SPINAL CORD, CS
T-X0905	BRAIN, SPINAL CORD AND MENINGES, CS
T-X0910	BRAIN AND MENINGES, CS
T-X1000	CEREBROSPINAL FLUID
T-X1110	MENINGES, NOS
T-X1120	DURA MATER
T-X1140	FALX CEREBRI
T-X1150	TENTORIUM CEREBELLI
T-X1240	Superior Petrosal Sinus
T-X1280	EPIDURAL SPACE, NOS
T-X1290	CRANIAL EPIDURAL SPACE
T-X1300	SPINAL EPIDURAL SPACE
T-X1310	LEPTOMENINGES, NOS
T-X1320	INTERCRANIAL ARACHNOID
T-X1380	CRANIAL PIA MATER
T-X1400	SUBDURAL SPACE, NOS
T-X1420	SUBDURAL SPACE, FRONTAL REGION
T-X1440	SUBDURAL SPACE, PARIETAL REGION
T-X1450	SUBDURAL SPACE, OCCIPITAL REGION
T-X1480	SUBDURAL SPACE, SPINAL REGION
T-X1500	SUBARACHNOID SPACE, NOS
T-X1520	CISTERNA MAGNA
T-X1590	SPINAL SUBARACHNOID SPACE
T-X1610	EPENDYMA, NOS
T-X1620	SEPTUM PELLUCIDUM
T-X1625	PERIVENTRICULAR WHITE MATTER
T-X1650	LATERAL VENTRICLE, NOS
T-X1660	RIGHT LATERAL VENTRICLE
T-X1670	LEFT LATERAL VENTRICLE
T-X1730	FORAMEN OF MONRO (INTERVENTRICULAR FORAMEN)
T-X1740	3RD VENTRICLE, NOS
T-X1790	HYPOTHALAMIC SULCUS OF THIRD VENTRICLE
T-X1800	AQUEDUCT OF SYLVIUS, NOS
T-X1820	4TH VENTRICLE, NOS
T-X1840	MEDULLARY VELUM, SUPERIOR
T-X1841	INFERIOR MEDULLARY VELUM
T-X1900	CHOROID PLEXUS, NOS
T-X2000	BRAIN, NOS
T-X2001	RIGHT CEREBRAL HEMISPHERE
T-X2002	LEFT CEREBRAL HEMISPHERE
T-X2003	CEREBRUM, NOS
T-X2020	CEREBRAL CORTEX
T-X2030	CEREBRAL WHITE MATTER
T-X2031	CENTRUM SEMIOVALE
T-X2050	BRAIN STEM
T-X2100	CEREBRAL MEDIAL SURFACE
T-X2150	CINGULATE GYRUS
T-X2151	CINGULATE SULCUS
T-X2200	FRONTAL LOBE, NOS
T-X2202	RIGHT FRONTAL LOBE
T-X2203	LEFT FRONTAL LOBE
T-X2210	CORTEX OF FRONTAL LOBE
T-X2230	MARGINAL GYRUS (SUP. FRONTAL GYRUS)
T-X2260	PRECENTRAL GYRUS
T-X2300	PARIETAL LOBE, NOS
T-X2302	RIGHT PARIETAL LOBE
T-X2303	LEFT PARIETAL LOBE
T-X2310	CORTEX OF PARIETAL LOBE
T-X2400	OCCIPITAL LOBE, NOS
T-X2402	RIGHT OCCIPITAL LOBE
T-X2403	LEFT OCCIPITAL LOBE
T-X2410	CORTEX OF OCCIPITAL LOBE
T-X2420	WHITE MATTER OF OCCIPITAL LOBE, NOS
T-X2500	TEMPORAL LOBE, NOS
T-X2502	RIGHT TEMPORAL LOBE
T-X2503	LEFT TEMPORAL LOBE
T-X2510	CORTEX OF TEMPORAL LOBE
T-X2570	HIPPOCAMPUS, NOS
T-X2610	INSULA, NOS
T-X2700	CORPUS CALLOSUM, NOS
T-X2910	OLFACTORY BULB
T-X3010	BASAL GANGLIA, NOS
T-X3200	CAUDATE NUCLEUS, NOS
T-X3230	AMYGDALOID NUCLEUS
T-X3400	PUTAMEN
T-X3500	GLOBUS PALLIDUS, NOS
T-X3520	MEDIAL MEDULLARY LAMINA OF GLOBUS PALLIDUS
T-X3600	CLAUSTRUM
T-X3700	INTERNAL CAPSULE, NOS
T-X3800	EXTERNAL CAPSULE OF BRAIN, NOS
T-X4010	THALAMUS, NOS
T-X4020	THALAMUS, ANTERIOR REGION
T-X4021	ANTERIOR NUCLEAR GROUP OF THALAMUS, NOS
T-X4080	INTERNAL MEDULLARY LAMINA OF THALAMUS
T-X4120	MASSA INTERMEDIA
T-X4150	MEDIAL NUCLEAR GROUP OF THALAMUS, NOS
T-X4200	VENTRAL NUCLEAR GROUP OF THALAMUS, NOS
T-X4300	LATERAL NUCLEAR GROUP OF THALAMUS, NOS
T-X4380	LATERAL GENICULATE BODY
T-X4400	INTRALAMINAR NUCLEAR GROUP OF THALAMUS, NOS
T-X4405	EXTERNAL MEDULLARY LAMINA OF THALAMUS
T-X4420	EXTERNAL MEDULLARY LAMINA OF THALAMUS
T-X4550	ANSA RENTICULARIS
T-X4590	THALAMIC FASCICULUS
T-X4600	HYPOTHALAMUS, NOS
T-X4650	PREOPTIC AREA
T-X4670	SUPERIOR PRINCIPAL PREOPTIC NUCLEUS
T-X4680	MEDIAN PREOPTIC NUCLEUS
T-X4750	ARCUATE NUCLEUS, NOS
T-X4811	HYPOTHALAMUS, MEDIAL NUCLEUS
T-X4820	HYPOTHALAMUS, VENTROMEDIAL NUCLEUS
T-X5100	MIDBRAIN, NOS
T-X5110	CEREBRAL PEDUNCLE
T-X5121	RETICULAR FORMATION OF MIDBRAIN
T-X5160	SUBSTANTIA NIGRA
T-X5271	MEDIAL LEMNISCUS
T-X5400	PONS, NOS
T-X5450	LOCUS CERULEUS
T-X5550	PONS, DEEP TRANSVERSE FIBERS
T-X6000	CEREBELLUM, NOS
T-X6020	CEREBELLAR FOLIUM, NOS
